,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
8,2021-10-16,18:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,Stuttgart,2.6,0.3,59.0,41608.0,Lars Stindl,3-4-3,Felix Brych,Match Report,,31.0,8.0,17.9,1.0,0,0,2022,Monchengladbach
9,2021-10-23,18:30,Bundesliga,Matchweek 9,Sat,Away,L,0,1,Hertha BSC,0.5,1.0,58.0,25000.0,Lars Stindl,3-4-1-2,Benjamin Cortus,Match Report,,10.0,1.0,16.9,0.0,0,0,2022,Monchengladbach
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2,1,Bochum,1.9,0.8,65.0,42361.0,Yann Sommer,4-2-3-1,Tobias Reichel,Match Report,,15.0,4.0,15.6,0.0,0,0,2022,Monchengladbach
12,2021-11-05,20:30,Bundesliga,Matchweek 11,Fri,Away,D,1,1,Mainz 05,1.6,1.1,52.0,25000.0,Yann Sommer,3-4-3,Robert Schröder,Match Report,,12.0,5.0,19.1,0.0,0,0,2022,Monchengladbach
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4,0,Greuther Fürth,3.1,0.2,57.0,38621.0,Lars Stindl,3-4-3,Benjamin Brand,Match Report,,18.0,11.0,19.0,0.0,0,0,2022,Monchengladbach
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,4,Köln,1.0,1.4,51.0,50000.0,Lars Stindl,3-4-3,Robert Schröder,Match Report,,16.0,5.0,18.7,1.0,0,0,2022,Monchengladbach
15,2021-12-05,17:30,Bundesliga,Matchweek 14,Sun,Home,L,0,6,Freiburg,0.9,2.0,64.0,10025.0,Yann Sommer,3-4-1-2,Robert Hartmann,Match Report,,17.0,3.0,18.6,0.0,0,0,2022,Monchengladbach
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1,4,RB Leipzig,1.2,4.7,47.0,,Lars Stindl,4-3-3,Bastian Dankert,Match Report,,11.0,5.0,15.1,0.0,0,0,2022,Monchengladbach
17,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Home,L,2,3,Eint Frankfurt,2.0,2.3,57.0,10028.0,Yann Sommer,3-4-3,Martin Petersen,Match Report,,17.0,7.0,18.7,0.0,1,1,2022,Monchengladbach
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,D,1,1,Hoffenheim,1.3,2.1,40.0,750.0,Lars Stindl,4-2-3-1,Sven Jablonski,Match Report,,11.0,5.0,16.8,0.0,0,0,2022,Monchengladbach
19,2022-01-07,20:30,Bundesliga,Matchweek 18,Fri,Away,W,2,1,Bayern Munich,1.0,1.9,38.0,,Lars Stindl,3-1-4-2,Daniel Siebert,Match Report,,10.0,4.0,13.0,0.0,0,0,2022,Monchengladbach
20,2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Home,L,1,2,Leverkusen,1.2,5.3,54.0,750.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,17.0,6.0,18.7,2.0,0,0,2022,Monchengladbach
22,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1,2,Union Berlin,1.5,1.1,59.0,750.0,Yann Sommer,3-4-3,Felix Brych,Match Report,,11.0,5.0,20.3,1.0,0,0,2022,Monchengladbach
23,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,D,1,1,Arminia,2.0,0.5,61.0,10000.0,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,,21.0,4.0,16.6,1.0,0,0,2022,Monchengladbach
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,3,2,Augsburg,2.4,1.6,57.0,10000.0,Yann Sommer,3-4-3,Tobias Welz,Match Report,,14.0,5.0,13.9,0.0,0,0,2022,Monchengladbach
25,2022-02-20,17:30,Bundesliga,Matchweek 23,Sun,Away,L,0,6,Dortmund,0.9,3.8,50.0,10000.0,Yann Sommer,3-4-3,Marco Fritz,Match Report,,8.0,4.0,15.6,0.0,0,0,2022,Monchengladbach
26,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,D,2,2,Wolfsburg,2.4,1.4,66.0,10000.0,Yann Sommer,3-4-3,Tobias Reichel,Match Report,,26.0,10.0,14.4,0.0,0,0,2022,Monchengladbach
27,2022-03-05,18:30,Bundesliga,Matchweek 25,Sat,Away,L,2,3,Stuttgart,0.9,2.4,43.0,25000.0,Yann Sommer,4-3-3,Christian Dingert,Match Report,,8.0,3.0,13.6,0.0,0,0,2022,Monchengladbach
28,2022-03-12,18:30,Bundesliga,Matchweek 26,Sat,Home,W,2,0,Hertha BSC,1.8,0.6,53.0,30675.0,Yann Sommer,3-4-3,Florian Badstübner,Match Report,,12.0,4.0,15.1,0.0,1,1,2022,Monchengladbach
29,2022-03-18,20:30,Bundesliga,Matchweek 27,Fri,Away,W,2,0,Bochum,,,49.0,,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,Match awarded to Gladbach,8.0,5.0,,,0,0,2022,Monchengladbach
30,2022-04-03,17:30,Bundesliga,Matchweek 28,Sun,Home,D,1,1,Mainz 05,1.5,1.8,52.0,44156.0,Lars Stindl,3-4-3,Daniel Schlager,Match Report,,16.0,7.0,21.6,1.0,0,0,2022,Monchengladbach
31,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,W,2,0,Greuther Fürth,2.7,0.5,50.0,13900.0,Yann Sommer,3-4-3,Tobias Stieler,Match Report,,16.0,5.0,17.6,0.0,1,1,2022,Monchengladbach
32,2022-04-16,18:30,Bundesliga,Matchweek 30,Sat,Home,L,1,3,Köln,1.2,2.0,58.0,54042.0,Yann Sommer,3-4-3,Deniz Aytekin,Match Report,,17.0,5.0,14.5,0.0,0,0,2022,Monchengladbach
33,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,D,3,3,Freiburg,1.6,2.3,38.0,34700.0,Yann Sommer,5-3-2,Benjamin Brand,Match Report,,6.0,3.0,18.6,0.0,1,1,2022,Monchengladbach
34,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Home,W,3,1,RB Leipzig,1.5,1.1,49.0,35324.0,Lars Stindl,5-3-2,Martin Petersen,Match Report,,9.0,6.0,18.0,0.0,0,0,2022,Monchengladbach
35,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Away,D,1,1,Eint Frankfurt,1.4,0.8,53.0,51500.0,Lars Stindl,3-4-3,Felix Zwayer,Match Report,,12.0,6.0,18.3,1.0,0,0,2022,Monchengladbach
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,W,5,1,Hoffenheim,3.2,1.6,55.0,50395.0,Lars Stindl,4-2-3-1,Harm Osmers,Match Report,,17.0,8.0,15.1,0.0,1,1,2022,Monchengladbach
1,2021-08-14,18:30,Bundesliga,Matchweek 1,Sat,Away,L,2,5,Dortmund,1.3,2.7,40.0,25000.0,Makoto Hasebe,3-4-3,Tobias Stieler,Match Report,,10.0,3.0,11.0,0.0,0,0,2022,Eintracht Frankfurt
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,D,0,0,Augsburg,1.6,0.3,61.0,22000.0,Martin Hinteregger,4-2-3-1,Harm Osmers,Match Report,,21.0,5.0,18.5,1.0,0,0,2022,Eintracht Frankfurt
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,D,1,1,Arminia,1.5,0.6,65.0,13750.0,Martin Hinteregger,4-2-3-1,Bastian Dankert,Match Report,,11.0,3.0,14.9,0.0,0,0,2022,Eintracht Frankfurt
4,2021-09-12,15:30,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Stuttgart,1.1,0.9,58.0,25000.0,Martin Hinteregger,4-2-3-1,Matthias Jöllenbeck,Match Report,,17.0,4.0,21.3,1.0,0,0,2022,Eintracht Frankfurt
6,2021-09-19,19:30,Bundesliga,Matchweek 5,Sun,Away,D,1,1,Wolfsburg,0.3,1.2,40.0,9266.0,Martin Hinteregger,4-2-3-1,Felix Zwayer,Match Report,,5.0,2.0,24.0,0.0,0,0,2022,Eintracht Frankfurt
7,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,D,1,1,Köln,0.9,0.9,46.0,24000.0,Martin Hinteregger,4-2-3-1,Martin Petersen,Match Report,,10.0,3.0,16.6,0.0,0,0,2022,Eintracht Frankfurt
9,2021-10-03,17:30,Bundesliga,Matchweek 7,Sun,Away,W,2,1,Bayern Munich,0.8,2.2,28.0,25000.0,Martin Hinteregger,3-4-3,Florian Badstübner,Match Report,,5.0,3.0,26.5,0.0,0,0,2022,Eintracht Frankfurt
10,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,L,1,2,Hertha BSC,1.6,1.8,58.0,32000.0,Makoto Hasebe,3-4-1-2,Deniz Aytekin,Match Report,,12.0,4.0,20.3,1.0,1,1,2022,Eintracht Frankfurt
12,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Away,L,0,2,Bochum,1.6,2.1,59.0,19510.0,Makoto Hasebe,3-4-1-2,Marco Fritz,Match Report,,15.0,5.0,18.7,1.0,0,1,2022,Eintracht Frankfurt
13,2021-10-30,18:30,Bundesliga,Matchweek 10,Sat,Home,D,1,1,RB Leipzig,0.6,3.0,47.0,31000.0,Kevin Trapp,3-4-3,Daniel Schlager,Match Report,,11.0,3.0,21.3,0.0,0,0,2022,Eintracht Frankfurt
15,2021-11-07,19:30,Bundesliga,Matchweek 11,Sun,Away,W,2,1,Greuther Fürth,1.2,2.4,46.0,10244.0,Martin Hinteregger,3-4-3,Daniel Siebert,Match Report,,16.0,4.0,20.6,1.0,0,0,2022,Eintracht Frankfurt
16,2021-11-21,15:30,Bundesliga,Matchweek 12,Sun,Away,W,2,0,Freiburg,1.2,1.4,38.0,32500.0,Makoto Hasebe,3-4-3,Florian Badstübner,Match Report,,13.0,7.0,24.1,1.0,0,0,2022,Eintracht Frankfurt
18,2021-11-28,15:30,Bundesliga,Matchweek 13,Sun,Home,W,2,1,Union Berlin,1.3,1.1,54.0,24000.0,Makoto Hasebe,3-4-3,Sascha Stegemann,Match Report,,13.0,2.0,13.8,0.0,0,0,2022,Eintracht Frankfurt
19,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,2,3,Hoffenheim,1.5,0.9,51.0,,Makoto Hasebe,3-4-3,Daniel Schlager,Match Report,,16.0,3.0,15.6,0.0,0,0,2022,Eintracht Frankfurt
21,2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Home,W,5,2,Leverkusen,1.6,1.7,44.0,12000.0,Martin Hinteregger,3-4-3,Marco Fritz,Match Report,,17.0,7.0,15.1,1.0,0,0,2022,Eintracht Frankfurt
22,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Away,W,3,2,Gladbach,2.3,2.0,43.0,10028.0,Martin Hinteregger,3-4-3,Martin Petersen,Match Report,,12.0,4.0,14.4,1.0,0,0,2022,Eintracht Frankfurt
23,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,W,1,0,Mainz 05,1.8,0.6,51.0,15000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,14.0,4.0,17.8,0.0,0,0,2022,Eintracht Frankfurt
24,2022-01-08,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Dortmund,1.4,2.0,36.0,250.0,Sebastian Rode,3-4-3,Robert Schröder,Match Report,,12.0,5.0,17.4,0.0,0,0,2022,Eintracht Frankfurt
25,2022-01-16,15:30,Bundesliga,Matchweek 19,Sun,Away,D,1,1,Augsburg,2.6,1.0,51.0,,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,14.0,4.0,17.0,2.0,0,0,2022,Eintracht Frankfurt
26,2022-01-21,20:30,Bundesliga,Matchweek 20,Fri,Home,L,0,2,Arminia,1.9,1.3,68.0,1000.0,Sebastian Rode,3-4-3,Tobias Reichel,Match Report,,18.0,7.0,13.2,0.0,0,0,2022,Eintracht Frankfurt
27,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,W,3,2,Stuttgart,1.1,1.5,48.0,10000.0,Sebastian Rode,3-5-2,Sascha Stegemann,Match Report,,15.0,6.0,15.3,0.0,0,0,2022,Eintracht Frankfurt
28,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,2,Wolfsburg,1.0,1.5,61.0,10000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,17.0,3.0,15.5,0.0,0,0,2022,Eintracht Frankfurt
29,2022-02-19,18:30,Bundesliga,Matchweek 23,Sat,Away,L,0,1,Köln,0.6,1.1,42.0,10000.0,Sebastian Rode,3-1-4-2,Christian Dingert,Match Report,,10.0,2.0,19.5,0.0,0,0,2022,Eintracht Frankfurt
30,2022-02-26,18:30,Bundesliga,Matchweek 24,Sat,Home,L,0,1,Bayern Munich,0.9,2.4,32.0,25000.0,Kevin Trapp,3-4-3,Florian Badstübner,Match Report,,6.0,1.0,14.1,0.0,0,0,2022,Eintracht Frankfurt
31,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,W,4,1,Hertha BSC,1.2,0.4,53.0,25000.0,Kevin Trapp,3-4-3,Harm Osmers,Match Report,,12.0,6.0,17.0,1.0,0,0,2022,Eintracht Frankfurt
33,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,W,2,1,Bochum,1.8,1.1,53.0,24000.0,Kevin Trapp,3-4-3,Marco Fritz,Match Report,,14.0,4.0,15.3,1.0,0,0,2022,Eintracht Frankfurt
35,2022-03-20,15:30,Bundesliga,Matchweek 27,Sun,Away,D,0,0,RB Leipzig,0.2,1.2,45.0,43058.0,Sebastian Rode,3-1-4-2,Christian Dingert,Match Report,,5.0,0.0,16.6,0.0,0,0,2022,Eintracht Frankfurt
36,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,D,0,0,Greuther Fürth,1.2,0.6,67.0,50500.0,Makoto Hasebe,3-5-2,Bastian Dankert,Match Report,,21.0,6.0,18.2,0.0,0,0,2022,Eintracht Frankfurt
38,2022-04-10,17:30,Bundesliga,Matchweek 29,Sun,Home,L,1,2,Freiburg,0.9,1.0,54.0,47000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,18.0,5.0,20.3,1.0,0,0,2022,Eintracht Frankfurt
40,2022-04-17,17:30,Bundesliga,Matchweek 30,Sun,Away,L,0,2,Union Berlin,0.5,1.1,56.0,22000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,10.0,3.0,19.2,0.0,0,0,2022,Eintracht Frankfurt
41,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,D,2,2,Hoffenheim,1.3,0.7,50.0,50500.0,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,17.0,7.0,17.2,0.0,0,0,2022,Eintracht Frankfurt
43,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Away,L,0,2,Leverkusen,0.3,1.8,45.0,26492.0,Makoto Hasebe,3-4-3,Benjamin Cortus,Match Report,,9.0,4.0,25.1,0.0,0,0,2022,Eintracht Frankfurt
45,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Home,D,1,1,Gladbach,0.8,1.4,47.0,51500.0,Makoto Hasebe,3-5-2,Felix Zwayer,Match Report,,18.0,3.0,20.0,0.0,0,0,2022,Eintracht Frankfurt
46,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,D,2,2,Mainz 05,1.6,1.3,51.0,33000.0,Sebastian Rode,3-4-3,Martin Petersen,Match Report,,12.0,4.0,18.2,1.0,0,0,2022,Eintracht Frankfurt
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Bochum,2.0,0.4,60.0,8536.0,Koen Casteels,4-2-3-1,Frank Willenborg,Match Report,,18.0,7.0,18.3,1.0,0,1,2022,Wolfsburg
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,W,2,1,Hertha BSC,1.0,1.2,59.0,18241.0,Koen Casteels,4-2-3-1,Matthias Jöllenbeck,Match Report,,12.0,3.0,13.7,0.0,0,0,2022,Wolfsburg
3,2021-08-29,17:30,Bundesliga,Matchweek 3,Sun,Home,W,1,0,RB Leipzig,0.8,1.1,48.0,12058.0,Koen Casteels,4-2-3-1,Tobias Stieler,Match Report,,8.0,2.0,19.7,1.0,0,0,2022,Wolfsburg
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Greuther Fürth,1.4,0.3,70.0,9000.0,Koen Casteels,4-2-3-1,Robert Hartmann,Match Report,,8.0,2.0,18.5,0.0,1,1,2022,Wolfsburg
6,2021-09-19,19:30,Bundesliga,Matchweek 5,Sun,Home,D,1,1,Eint Frankfurt,1.2,0.3,60.0,9266.0,Koen Casteels,4-2-3-1,Felix Zwayer,Match Report,,14.0,6.0,12.7,1.0,0,0,2022,Wolfsburg
7,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Hoffenheim,0.6,1.5,50.0,8523.0,Koen Casteels,4-2-3-1,Daniel Siebert,Match Report,,13.0,2.0,22.7,0.0,0,0,2022,Wolfsburg
9,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,3,Gladbach,1.3,3.3,52.0,12845.0,Koen Casteels,4-2-3-1,Frank Willenborg,Match Report,,12.0,5.0,17.4,0.0,0,0,2022,Wolfsburg
10,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,L,0,2,Union Berlin,1.5,0.9,61.0,11000.0,Koen Casteels,4-2-3-1,Sascha Stegemann,Match Report,,13.0,4.0,18.2,0.0,0,0,2022,Wolfsburg
12,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,L,0,2,Freiburg,1.3,1.5,56.0,10251.0,Koen Casteels,4-3-3,Tobias Welz,Match Report,,18.0,4.0,15.4,1.0,0,0,2022,Wolfsburg
13,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,W,2,0,Leverkusen,1.8,1.5,35.0,20132.0,Koen Casteels,3-4-3,Deniz Aytekin,Match Report,,12.0,8.0,15.9,0.0,0,0,2022,Wolfsburg
15,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,W,1,0,Augsburg,0.5,0.7,62.0,16095.0,Koen Casteels,3-4-3,Marco Fritz,Match Report,,8.0,3.0,19.4,2.0,0,0,2022,Wolfsburg
16,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,D,2,2,Arminia,1.9,1.3,63.0,19801.0,Koen Casteels,3-4-3,Martin Petersen,Match Report,,13.0,5.0,16.2,1.0,0,0,2022,Wolfsburg
18,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,L,1,3,Dortmund,1.9,2.3,42.0,13281.0,Maximilian Arnold,3-4-3,Sven Jablonski,Match Report,,15.0,7.0,17.8,0.0,0,0,2022,Wolfsburg
19,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Mainz 05,0.7,1.2,58.0,10000.0,Maximilian Arnold,3-4-3,Florian Badstübner,Match Report,,15.0,0.0,20.6,1.0,0,0,2022,Wolfsburg
21,2021-12-11,18:30,Bundesliga,Matchweek 15,Sat,Home,L,0,2,Stuttgart,1.5,1.2,53.0,5000.0,Koen Casteels,4-2-3-1,Sascha Stegemann,Match Report,,18.0,4.0,19.8,1.0,0,0,2022,Wolfsburg
22,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,L,2,3,Köln,2.4,3.1,39.0,5000.0,Koen Casteels,4-2-3-1,Robert Hartmann,Match Report,,19.0,5.0,17.4,2.0,0,0,2022,Wolfsburg
23,2021-12-17,20:30,Bundesliga,Matchweek 17,Fri,Away,L,0,4,Bayern Munich,1.0,3.6,37.0,,Koen Casteels,3-4-3,Tobias Welz,Match Report,,9.0,2.0,12.1,0.0,0,0,2022,Wolfsburg
24,2022-01-09,17:30,Bundesliga,Matchweek 18,Sun,Away,L,0,1,Bochum,0.4,0.9,50.0,,Koen Casteels,3-4-3,Daniel Schlager,Match Report,,12.0,3.0,22.9,0.0,0,0,2022,Wolfsburg
25,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,D,0,0,Hertha BSC,1.7,0.3,48.0,500.0,Koen Casteels,3-4-3,Robert Hartmann,Match Report,,9.0,3.0,15.1,0.0,0,0,2022,Wolfsburg
26,2022-01-23,15:30,Bundesliga,Matchweek 20,Sun,Away,L,0,2,RB Leipzig,0.8,1.5,47.0,1000.0,Koen Casteels,3-4-3,Daniel Siebert,Match Report,,10.0,3.0,19.5,1.0,0,0,2022,Wolfsburg
27,2022-02-06,17:30,Bundesliga,Matchweek 21,Sun,Home,W,4,1,Greuther Fürth,2.4,1.1,56.0,500.0,Koen Casteels,3-4-3,Martin Petersen,Match Report,,14.0,6.0,18.1,3.0,0,0,2022,Wolfsburg
28,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,0,Eint Frankfurt,1.5,1.0,39.0,10000.0,Koen Casteels,3-4-3,Frank Willenborg,Match Report,,10.0,2.0,18.9,0.0,1,1,2022,Wolfsburg
29,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,L,1,2,Hoffenheim,1.5,1.5,55.0,7145.0,Koen Casteels,3-4-3,Felix Zwayer,Match Report,,14.0,6.0,18.3,0.0,0,0,2022,Wolfsburg
30,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,D,2,2,Gladbach,1.4,2.4,34.0,10000.0,Koen Casteels,3-4-3,Tobias Reichel,Match Report,,6.0,2.0,12.0,0.0,0,0,2022,Wolfsburg
31,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Union Berlin,0.5,1.2,46.0,15703.0,Koen Casteels,4-1-2-1-2◆,Patrick Ittrich,Match Report,,8.0,3.0,19.1,0.0,0,0,2022,Wolfsburg
32,2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,L,2,3,Freiburg,1.3,1.3,58.0,25000.0,Maximilian Arnold,3-4-3,Martin Petersen,Match Report,,12.0,5.0,19.5,0.0,0,0,2022,Wolfsburg
33,2022-03-20,17:30,Bundesliga,Matchweek 27,Sun,Home,L,0,2,Leverkusen,1.1,1.0,50.0,16554.0,Maximilian Arnold,3-4-3,Felix Brych,Match Report,,14.0,3.0,19.2,1.0,0,0,2022,Wolfsburg
34,2022-04-03,15:30,Bundesliga,Matchweek 28,Sun,Away,L,0,3,Augsburg,1.1,1.6,61.0,23143.0,Maximilian Arnold,3-4-3,Sascha Stegemann,Match Report,,18.0,5.0,17.6,0.0,0,0,2022,Wolfsburg
35,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,W,4,0,Arminia,2.0,0.4,53.0,22512.0,Koen Casteels,3-4-3,Benjamin Brand,Match Report,,11.0,6.0,16.0,1.0,0,0,2022,Wolfsburg
36,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,L,1,6,Dortmund,1.5,3.0,40.0,79200.0,Koen Casteels,3-4-3,Robert Schröder,Match Report,,10.0,4.0,15.3,0.0,0,0,2022,Wolfsburg
37,2022-04-22,20:30,Bundesliga,Matchweek 31,Fri,Home,W,5,0,Mainz 05,3.7,0.7,60.0,19055.0,Koen Casteels,4-3-3,Harm Osmers,Match Report,,14.0,7.0,17.4,1.0,1,1,2022,Wolfsburg
38,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,D,1,1,Stuttgart,1.4,0.8,43.0,55000.0,Koen Casteels,4-3-3,Sven Jablonski,Match Report,,15.0,5.0,19.9,1.0,0,0,2022,Wolfsburg
39,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,W,1,0,Köln,1.1,1.2,39.0,50000.0,Maximilian Arnold,4-4-2,Tobias Stieler,Match Report,,5.0,3.0,26.2,0.0,0,0,2022,Wolfsburg
40,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,Bayern Munich,1.5,2.1,33.0,30000.0,Koen Casteels,4-4-2,Robert Hartmann,Match Report,,9.0,2.0,18.3,0.0,0,0,2022,Wolfsburg
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,1,Wolfsburg,0.4,2.0,40.0,8536.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,7.0,1.0,20.0,0.0,0,0,2022,Bochum
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,W,2,0,Mainz 05,0.8,0.9,42.0,12548.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,Match Report,,8.0,4.0,17.0,1.0,0,0,2022,Bochum
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1,2,Köln,0.6,3.2,30.0,25000.0,Anthony Losilla,4-3-3,Benjamin Cortus,Match Report,,11.0,1.0,17.7,1.0,0,0,2022,Bochum
4,2021-09-12,17:30,Bundesliga,Matchweek 4,Sun,Home,L,1,3,Hertha BSC,1.2,0.3,66.0,14000.0,Anthony Losilla,4-2-3-1,Robert Schröder,Match Report,,18.0,5.0,25.2,4.0,0,0,2022,Bochum
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,7,Bayern Munich,0.4,5.6,31.0,25000.0,Anthony Losilla,4-2-3-1,Tobias Welz,Match Report,,5.0,0.0,16.9,0.0,0,0,2022,Bochum
6,2021-09-26,15:30,Bundesliga,Matchweek 6,Sun,Home,D,0,0,Stuttgart,0.8,0.3,44.0,15300.0,Anthony Losilla,4-2-3-1,Christian Dingert,Match Report,,15.0,4.0,22.1,1.0,0,0,2022,Bochum
7,2021-10-02,18:30,Bundesliga,Matchweek 7,Sat,Away,L,0,3,RB Leipzig,1.5,3.2,41.0,25598.0,Anthony Losilla,4-2-3-1,Robert Hartmann,Match Report,,9.0,2.0,15.1,0.0,0,0,2022,Bochum
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,W,1,0,Greuther Fürth,1.6,0.8,44.0,10586.0,Anthony Losilla,4-3-3,Bastian Dankert,Match Report,,10.0,2.0,16.1,0.0,0,0,2022,Bochum
9,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Home,W,2,0,Eint Frankfurt,2.1,1.6,41.0,19510.0,Anthony Losilla,4-3-3,Marco Fritz,Match Report,,19.0,7.0,18.1,0.0,0,0,2022,Bochum
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Away,L,1,2,Gladbach,0.8,1.9,35.0,42361.0,Anthony Losilla,4-3-3,Tobias Reichel,Match Report,,12.0,4.0,15.1,1.0,0,0,2022,Bochum
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,0,Hoffenheim,2.9,0.6,38.0,19600.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,11.0,4.0,23.5,1.0,0,1,2022,Bochum
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,1,Leverkusen,0.8,1.7,45.0,22538.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,21.0,7.0,21.7,2.0,0,0,2022,Bochum
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Freiburg,1.1,2.2,41.0,19700.0,Anthony Losilla,4-3-3,Patrick Ittrich,Match Report,,13.0,6.0,23.3,0.0,0,0,2022,Bochum
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Augsburg,2.1,2.9,48.0,,Anthony Losilla,4-3-3,Deniz Aytekin,Match Report,,12.0,6.0,19.3,0.0,0,0,2022,Bochum
